clean_acc,backdoor_acc,confidence
0.8663,0.0,0.016121409833431244
0.8663,0.0,0.012854035198688506
0.8663,0.0,0.004929036647081375
0.8663,0.0,0.005180473625659943
0.8663,0.0,0.03992482721805572
0.8663,0.0,0.0017759395763278008
0.8663,0.0,0.0011006668210029602
0.8663,0.0,0.16933337450027466
0.8663,0.0,2.2779256687499584e-05
0.8663,0.0,0.0010870756581425668
0.8663,0.0,0.0013567261397838593
0.8663,0.0,0.005447851866483689
0.8663,0.0,0.0012527007609605789
0.8663,0.0,0.00046484265476465225
0.8663,0.0,0.011543136090040207
0.8663,0.0,0.00013781484449282289
0.8663,0.0,0.00032388067338615654
0.8663,0.0,0.00036513316445052624
0.8663,0.0,0.002727776579558849
0.8663,0.0,0.0019384538754820824
0.8663,0.0,0.005000849068164825
0.8663,0.0,0.0004467193502932787
0.8663,0.0,0.00026489694137126206
0.8663,0.0,0.00042030108161270616
0.8663,0.0,0.0001891957363113761
0.8663,0.0,0.0028007980436086655
0.8663,0.0,0.0010895962826907636
0.8663,0.0,0.00778115838766098
0.8663,0.0,0.011072538793087006
0.8663,0.0,4.6233416651375594e-05
0.8663,0.0,0.0007119302172213793
0.8663,0.0,0.040387439727783206
0.8663,0.0,0.0038467071950435638
0.8663,0.0,0.002589302696287632
0.8663,0.0,0.0008985192514955997
0.8663,0.0,0.002643207460641861
0.8663,0.0,8.78244754858315e-06
0.8663,0.0,0.009586089104413987
0.8663,0.0,3.923698677681387e-05
0.8663,0.0,0.0003207867266610265
0.8663,0.0,0.006291880458593369
0.8663,0.0,0.00025908590760082006
0.8663,0.0,0.001364044938236475
0.8663,0.0,1.467522233724594e-05
0.8663,0.0,4.720908327726647e-06
0.8663,0.0,0.004194757714867592
0.8663,0.0,0.012062911689281464
0.8663,0.0,0.02831225097179413
0.8663,0.0,0.000590722169727087
0.8663,0.0,0.0009030166082084178
